Position,Bill,LastName,FirstName,Role,Organization,City,State
For,SB 1597,Houston,Joshua,Counsel,Texas Impact,Austin,TX
For,SB 1597,McGeary,Judith,,Self; Farm and Ranch Freedom Alliance,Cameron,TX
For,SB 1597,Reed,Cyrus,director,Lone Star Chapter Sierra Club,Austin,TX
For,SB 1597,Townsend,Trent,,The Nature Conservancy,Austin,TX
For,SB 1597,Williford,Jordan,,Texas Solar Power Association,Austin,TX
On,SB 1597,Aminfard,Sam,Assistant,Self; University of Texas Austin,Austin,TX
For,SB 1599,Buchanan,Maggie Jo,Jo,Young Invincibles,,
For,SB 1599,CHIMENE,GRACE,,Self; League of Women Voters of Texas,,
For,SB 1599,,,,March of Dimes,,
For,SB 1599,Francis,Will,,National Association of Social Workers - Texas Chapter,,
For,SB 1599,Garbutt,Liz,,Children's Defense Fund-Texas,,
For,SB 1599,Gonzalez,Leah,,Healthy Futures of Texas,,
For,SB 1599,Hansch,Greg (Self; National Alliance on Mental Illness,Illness,Self; National Alliance on Mental Illness (NAMI) TX,,
For,SB 1599,Hebert,Bryan,,United Ways of Texas,,
For,SB 1599,Houston,Joshua,,Texas Impact,,
For,SB 1599,Kerker,Juliana,,"American Congress if Obstetricians and Gynecologists-Texas District, Texas Association of Obstetricians and Gynecologists",,
For,SB 1599,Kimball,Mandi,,Children at risk,,
For,SB 1599,Kohler,Adriana,,Texans Care for Children,,
For,SB 1599,Laroche,Sebastien,,"Methodist Healthcare Ministries of South Texas, Inc.",,
For,SB 1599,Pogue,Stacey,,Center for Public Policy Priorities,,
For,SB 1599,Romero,Michelle,,Texas Medical Association,,
For,SB 1599,Sabo,Jason,,Mental Health America of Greater Houston,,
For,SB 1599,Schleifer,Jessica,,Teaching Hospitals of Texas,,
For,SB 1599,Sheppard,Nancy,,Self,,
For,SB 1599,Switzer,Gyl,,Mental health america of texas,,
For,SB 1599,Travis,Clayton,,Texas Pediatric Society,,
For,SB 1599,Wilson,Wendy,,Consortium of texas certified nurse midwives,,
For,SB 1599,Wilson,Wendy,,Consortium of texas certified nurse midwives,,
For,SB 1599,Hollier,Lisa,,Self; American Congress of Obstetricians and Gynecologists,Houston,TX
On,SB 1599,Delgado,Evelyn,DSHS,Texas Department of State Health Services,"Austin, Texas",TX
For,SB 1599,Alavian,Naseem,Doctor,Self; Doctors for Change,Houston,TX
For,SB 1599,Arce,Bruno,,Self; Doctors for Change,Houston,TX
For,SB 1599,Blanton,Dana,,Self,Austin,TX
For,SB 1599,Bocchini,Claire,,Self; Doctors for Change,Houston,TX
For,SB 1599,Boudreault,Amanda,,Self; League of Women Voters of Texas,Austin,TX
For,SB 1599,Buchanan,Maggie Jo,Director,Young Invincibles,Austin,TX
For,SB 1599,Delbosque,Nora,,March of Dimes,Austin,TX
For,SB 1599,Francis,Will,,National Association of Social Workers - Texas Chapter,Austin,TX
For,SB 1599,Freeman,Kathryn,Policy,Christian Life Commission,Austin,TX
For,SB 1599,Garcia-Ditta,Alexa,,Self,Austin,TX
For,SB 1599,Hoover,Helen,,Self; Doctors for Change,Houston,TX
For,SB 1599,Kohler,Adriana,,Self; Texans care for children,Austin,TX
For,SB 1599,Krenek,Lauren,,Self; Doctors for Change,Houston,TX
For,SB 1599,Lam,Wilson,,Self; Doctors For Change,Houston,TX
For,SB 1599,Marques,Rebecca,Strategist,ACLU of Texas,Houston,TX
For,SB 1599,Mellor-Crummey,Lauren,,Self; Doctors For Change,Houston,TX
For,SB 1599,Murthy,Apoorva,,Self,Sugar land,TX
For,SB 1599,Patel,Dimple,Analyst,Texprotects,Dallas,TX
For,SB 1599,Pymento,Craig,MD,Self,Houston,TX
For,SB 1599,Rocap,Blake,Counsel,NARAL Pro-Choice Texas,Austin,TX
For,SB 1599,Thurston,James,Engagement,United Ways of Texas,Austin,TX
For,SB 1599,Wang,Yi,MD,Self; Doctors for change,Houston,TX
For,SB 1599,Wilson,Wendy,,Consortium of Certified Nurse-Midwives,Austin,TX
For,SB 1599,Wright,Audrey,,Self,"Austin, TX",TX
For,SB 1599,Yanas,Christine,Affairs,Methodist Healthcare Ministries of South Texas,San Antonio,TX
For,SB 1602,Allmon,Jennifer,Director,The Texas Catholic Conference of Bishops,Austin,TX
For,SB 1602,Pojman,Joe,Life,,Austin,TX
For,SB 1602,Wright,Kyleen,,Self; Texans for Life,Arlington,TX
Against,SB 1602,Rocap,Blake,Counsel,NARAL Pro-Choice Texas,Austin,TX
For,SB 1602,Freeman,Kathryn,Policy,Christian Life Commission,Austin,TX
For,SB 1602,Hettinger,Ann,Director,Self; Center for the preservation of American Ideals,Rockwall,TX
For,SB 1602,Seago,John,Director,Self; Texas Right to Life,Houston,TX
For,SB 1602,Wheatley,Elisabeth,,Self; Texas Alliance for Life,Georgetown,TX
Against,SB 1602,Blanton,Dana,,Self,Austin,TX
Against,SB 1602,Boudreault,Amanda,,Self; League of Women Voters of Texas,Austin,TX
Against,SB 1602,Garcia-Ditta,Alexa,,Self,Austin,TX
Against,SB 1602,Hernandez,Steven,,Self,Round Rock,TX
Against,SB 1602,Kerker,Juliana,,American Congress of Obstetricians and Gynecologists-Texas District,Austin,TX
Against,SB 1602,Marques,Rebecca,Strategist,ACLU of Texas,Houston,TX
Against,SB 1602,Norris,Sarah,,Self,Austin,TX
On,SB 1602,Chicoine,Julie,Counsel,Texas Hospital Association,Austin,TX
On,SB 1602,Huss,Jonathan,Commissioner,Dept of State Health Services,Austin,TX
On,SB 1602,Prior,Andy,,Self; Equal Protection for Posterity,Arlington,TX
On,SB 1602,Romero,Michelle,,Texas Medical Association,Austin,TX
On,SB 1602,Swanson,Jeffrey,Manager,Department of State Health Services,Austin,TX
On,SB 1602,Waldron,Patrick,compliance,Texas department of state health services,Austin,TX
For,SB 1605,Quintero,James,Analyst,Texas Public Policy Foundation,Austin,TX
On,SB 1605,Ginsburg,Tracy,Director,Texas Assoc. School Business Officials,Austin,TX
On,SB 1605,Swanson,Steve,,"Grandparent, eng., retired bus. exec., 20 yr volunteer in Texas education",Austin,TX
For,SB 1605,Baggett,Donnis,President,Texas Press Association,Austin,TX
For,SB 1605,Boswell,Courtney,Director,Texas Aspires,Austin,TX
For,SB 1605,Geary,Michael,Director,Texas Conservative Coalition,Austin,TX
For,SB 1605,Lennon,Jim,Co-founder,"Kingwood TEA Party, Inc.",Kingwood,TX
For,SB 1605,Lennon,Robin H.,Co-founder,"Kingwood TEA Party, Inc.",Kingwood,TX
For,SB 1605,Shannon,Kelley,Director,Freedom of Information Foundation of Texas,Austin,TX
Against,SB 1605,Anderson,David D.,ISD,Arlington ISD Board of Trustees,Austin,TX
For,SB 1620,Holcomb,Terry,,Self,,
For,SB 1620,Cahn,Adam,,Cahnman's Musings,,
For,SB 1620,Holcomb,Gina,,Self,,
For,SB 1620,McCain,Brent,,Self,,
For,SB 1620,McGeary,Judith,,Self; Farm and Ranch Freedom Alliance,,
For,SB 1620,Meyer,Richard,,Self,,
For,SB 1620,Rogers,Jason,,Self,,
Against,SB 1620,Gonzales,Catarina,,Northeast Partnership for Economic Development,,
Against,SB 1620,Howden,Robert,,The City of the Colony,,
Against,SB 1620,Kelly,Bill,,"Self; Mayor's Office, City of Houston",,
For,SB 1620,McGeary,Judith,Director,Farm and Ranch Freedom Alliance,Cameron,TX
On,SB 1620,Coufal,Craig,Specialist,Texas A&M AgriLife Extension Service,College Station,TX
For,SB 1622,Allen,Jason,,Self,Gun Barrel City,TX
For,SB 1622,Cortes,Luis A.,Commander,Self; DAV KEL-LAC CHAPTER 114,San antonio,TX
On,SB 1622,Keesling,Tim,program,Texas veterans commission,Austin,TX
On,SB 1622,Kidd,Nim,Managment,DPS,Austin,TX
On,SB 1622,Switzer,Gyl,,Mental health america of texas,Austin,TX
For,SB 1622,Beltran,Fernando,day,Self; DAV ChAPTER 114,San antonio,TX
For,SB 1622,Campos,Lorena,,San Antonio Chamber of Commerce,Austin,TX
For,SB 1622,Jones,James,Sgt.,San Antonio Police Department,San Antonio,TX
For,SB 1622,Maisonet,Olvin,support,Self; DAV CHAPTER 114,San antonio,TX
For,SB 1622,Roman,Bonnie,Chap.114,Disabled American Veterans Kel Lac Chapter 114,San Antonio,TX
For,SB 1622,Smitherman,Larry,arms,Self; Dav chapter 114,San antonio,TX
Against,SB 1622,Cunningham,James,(Ret),Ret)  (Texas Coalition of Veterans Organizations and Texas Council of Chapters of the Military Officers Association of America,San Antonio,TX
For,SB 1625,Martinez,Eric,Assistant,Self; Texas Academy of Physician Assistants,Houston,TX
For,SB 1625,Capelo,Jaime,,Texas Academy of Physician Assistants,Austin,TX
For,SB 1625,Finch,Dan,,Texas Medical Association,Austin,TX
For,SB 1625,Jackson,Lisa,Director,Texas Academy of Physician Assistants,Austin,TX
For,SB 1630,Boyd,Douglas,,Self,Austin,TX
For,SB 1630,Burden,Andrea,,Self; Council of Texas Archeologists,Austin,TX
For,SB 1630,Hindes,Kay,archaeologist,Self; City of san antonio,San antonio,TX
For,SB 1630,Peterson,Gilbert,,Self; Texas Historical Commission,Alpine,TX
On,SB 1630,Mercado-Allinger,Patricia,Archeologist,Texas Historical Commission,"Austin, TX",TX
For,SB 1630,Denton,Mark,Archeologist,Self; Texas Historical Commission,Austin,TX
For,SB 1630,Reaves,Jim,Director,Texas Farm Bureau,Austin,TX
For,SB 1631,Cordeiro,Jon,Founder/Director,New Name Ministries,Willow Park,TX
For,SB 1631,Jack,Daphine,Officer,Self,Houston,TX
For,SB 1631,Molnar,Mary Sue,Director,Texas Voices for Reason and Justice,San Antonio,TX
For,SB 1631,Taylor,Philip,,Self,Dallas,TX
On,SB 1631,Gutierrez,David,Chairman,Board of Pardons and Parole,Austin,TX
On,SB 1631,Thielke,Pamela,Director,Texas Department of Criminal Justice Parole Division,Austin,TX
For,SB 1631,Boswell,Deborah,,Self,Round Rock,TX
For,SB 1631,Jack,Lionel,,Self,Houston,TX
For,SB 1631,Marand,Peter,,Self,Austin,TX
For,SB 1631,Place,Shea,Attorney,Texas Criminal Defense Lawyers Association,Austin,TX
For,SB 1631,Smith,Douglas,Analyst,Texas Criminal Justice Coalition,Austin,TX
For,SB 1631,Smith,Janice,Nurse,Self,Austin,TX
For,SB 1631,Womack,Randel,,Self,Tyler,TX
For,SB 1633,Chesler,Adam,,Cardinal Health,,
On,SB 1633,Dodson,Gay,,Texas State Board Of Pharmacy,,
For,SB 1633,Banda,Jennifer,,Texas Hospital Association,,
For,SB 1633,Belcher,Nora,,Texas e-Health Alliance,,
For,SB 1633,Carter,Janis,,National Assoc of Chain Drug Stores,,
For,SB 1633,DuRapau,Krista,,Texas Rural Health Association,,
For,SB 1633,Finch,Dan,,Texas Medical Association,,
For,SB 1633,Johnson,Lee,,Texas Council of Community Centers,,
For,SB 1633,Kralj,Nicole,,National Association of Chain Drug Stores,,
For,SB 1633,Laroche,Sebastien,,"Methodist Healthcare Ministries of South Texas, Inc.",,
For,SB 1633,Martin,Amanda,,Texas Association of Business,,
For,SB 1633,Mayfield,Kara,,Association of Rural Communities in Texas,,
For,SB 1633,McBeath,Don,,Texas Organization of Rural and Community Hospitals,,
For,SB 1633,Smith,Andrew,,University Health System,,
For,SB 1633,,,,Texas public policy foundation,,
Against,SB 1633,Galligher,Duane,,Texas Independent Pharmacies Association,,
Against,SB 1633,Hudman,Justin,,Texas Pharmacy Association,,
On,SB 1633,Arnold,Kerstin,,Texas State Board of Pharmacy,,
For,SB 1633,Cacciatore,Gary,Affairs,"Cardinal Health, Inc.",Houston,TX
For,SB 1633,Pratt,Micah,,also providing written testimony)  (Self,Littlefield,TX
Against,SB 1633,Bullock,Sarah,PharmD,Self; West Texas Pharmacy Association,Burnet,TX
Against,SB 1633,Galligher,Duane,,Texas Independent Pharmacies Association,Austin,TX
On,SB 1633,Dodson,Gay,Director,Texas State Board of Pharmacy,Austin,TX
On,SB 1633,Gonzales,David,affairs,Alliance of Independent Pharmacies of Texas,Austin,TX
For,SB 1633,Belcher,Nora,Director,Texas e-Health Alliance,Austin,TX
For,SB 1633,Finch,Dan,,Texas Medical Association,Austin,TX
For,SB 1633,Kralj,Nicole,,National Association of Chain Drugstores,Austin,TX
For,SB 1633,Martin,Amanda,Manager,Texas Association of Business,Austin,TX
For,SB 1633,Mayfield,Kara,Director,Association of Rural Communities in Texas,Austin,TX
For,SB 1633,Mone,Michael,,Self; Cardinal Health,Powell,OH
For,SB 1633,Shields,Bradford,,Texas Federation of Drug Stores,Austin,TX
For,SB 1633,,,,Texas public policy foundation,"Austin, TX",TX
Against,SB 1633,Heal,John,Affairs,Pharmacy Buying Association d/b/a Texas TrueCare Pharmicies,Austin,TX
Against,SB 1633,Hudman,Justin,Affairs,Texas Pharmacy Association,Austin,TX
For,SB 1634,Eaton,Holly,Advocacy,TX Classroom Teacher Association,Austin,TX
For,SB 1634,Carney,Dee,Associates,Texas School Alliance,Austin,TX
For,SB 1634,Giarratani,Dominic,Director,Texas Association of School Boards,Austin,TX
For,SB 1634,Grey,John,Specialists,Texas State Teachers Assoc.,Austin,TX
For,SB 1634,Kuhlmann,Kate,Lobbyist,Assoc. of Texas Professional Educators,Austin,TX
For,SB 1634,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
For,SB 1634,Anderson,David D.,ISD,Arlington ISD Board of Trustees,Austin,TX
For,SB 1639,Davis,Doug,President,Wholesale Beer Distributorsof Texas,"Austin, TX",TX
For,SB 1639,Donley,Rick,President,The Beer Alliance of Texas,Austin,TX
For,SB 1639,Spilman,Tom,President,Wholesale Beer Distributors of Texas,Austin,TX
On,SB 1639,Graham,Thomas,Practices,Texas Alcoholic Beverage Commission,Austin,TX
For,SB 1642,Donley,Rick,President,The Beer Alliance of Texas,Austin,TX
On,SB 1642,Graham,Thomas,Practices,Texas Alcoholic Beverage Commission,Austin,TX
For,SB 1643,Heiligenstein,Mike,Director,Central Texas RMA,Austin,TX
On,SB 1643,Nelson,Richard,Director,TxDOT,Austin,TX
On,SB 1643,Ragland,Brian,CFO,TxDOT,Austin,TX
For,SB 1643,Cassidy,Brian,Partner,,,
For,SB 1643,,,,,Austin,TX
For,SB 1643,O'Ryan,Anne,Advocate,AAA Texas,Austin,TX
For,SB 1644,Davis,Shanea,Management,Capital Metro,Austin,TX
For,SB 1644,Marneweck,Reinet,CFO,Capital Metro,Austin,TX
For,SB 1646,Prather,Laura,,"Self; Freedom of information foundation, texas press association and texas association of broadcasters",Austin,TX
For,SB 1646,Baggett,Donnis,Association,Self; Texas Press Association,Austin,TX
For,SB 1646,Brown,Jay,,Cuibono Company,Austin,TX
For,SB 1646,Lassberg,Eric,Manager,Self; Texas Association of Broadcasters,Austin,TX
For,SB 1646,Lassberg,Eric,,Self; Texas association of broadcasters,Austin,TX
For,SB 1646,Place,Shea,,Texas Land Title Association,Austin,TX
For,SB 1646,Schneider,Michael,,Texas Association of Broadcasters,Austin,TX
For,SB 1646,Shannon,Kelley,Director,Freedom of Information Foundation of Texas,Austin,TX
For,SB 1646,Walden,Kenneth,Sales,Self; Texas association of broadcasters,Austin,TX
For,SB 1649,Clark,Mark,Director,Houston Police Officers' Union,Houston,TX
On,SB 1649,Graves,Jeffery,Affairs,University of Texas at Austin,Austin,TX
For,SB 1654,Goodsheller,Miranda,,Texas Association of Business,,
For,SB 1654,Goodsheller,Miranda,Manager,Texas Association of Business,Austin,TX
On,SB 1655,Gordon,Justin,,Office of Attorney General,,
For,SB 1655,Baggett,Donnis,,Self; Texas Press Association,,
For,SB 1655,Schneider,Michael,,Texas Association of Broadcasters,,
For,SB 1655,Shannon,Kelley,,Freedom of Information Foundation of Texas,,
For,SB 1655,Baggett,Donnis,Association,Self; Texas Press Association,Austin,TX
For,SB 1655,Schneider,Michael,Affairs,Texas Association of Broadcasters,Austin,TX
For,SB 1655,Shannon,Kelley,Director,Freedom of Information Foundation of Texas,Austin,TX
On,SB 1655,Gordon,Justin,Chief,Texas Attorney General's Office,Austin,TX
For,SB 1656,Giello,Rebecca,Department,City of Austin,Austin,TX
For,SB 1658,Gordon,Lindsey,,Texas charter schools association,,
On,SB 1658,Gustafson,Lindsay,,Texas Classroom Teachers Association,,
On,SB 1658,,,,Texas AFT (American Federation of Teachers),,
For,SB 1658,Gomez,Addie,,Texans for Quality Public Charter Schools,,
For,SB 1658,Goodsheller,Miranda,,Texas Association of Business,,
For,SB 1658,List,Amanda,,Texas League of Community Charter Schools,,
On,SB 1658,Belew,Kara,,Texas Education Agency,,
On,SB 1658,Byer,Von,,Texas education agency,,
On,SB 1658,Jones,Chris,,Texas education agency,,
On,SB 1658,Marin,Eric,,TEA,,
On,SB 1658,Mauze,Heather,,TEA,,
For,SB 1658,Gordon,Lindsey,Counsel,Texas Charter Schools Association,Austin,TX
For,SB 1658,Murphy,John,CFO,KIPP Houston Public Schools,Houston,TX
For,SB 1658,Sage,Thomas,Partner,Texas Charter School Association,Houston,TX
On,SB 1658,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
For,SB 1658,Arnold,Jim,,Amsterdam & Partners,Austin,TX
For,SB 1658,,,,Texas League of Community Charter Schools,San Antonio,TX
For,SB 1658,DeLeon,Marty,,Texas Urban Council,Austin,TX
For,SB 1658,Gomez,Addie,Director,Texans For Quality Public Charter Schools,Austin,TX
For,SB 1658,Goodsheller,Miranda,Manager,Texas Association of Business,Austin,TX
For,SB 1658,Sheffield,Heather,,Self,Austin,TX
For,SB 1658,Smith,Michelle,Consultant,,Austin,TX
For,SB 1658,Yancy,Justin,President,Texas Business Leadership Council,Austin,TX
Against,SB 1659,Swanson,Steve,,Self,,
On,SB 1659,,,,Texas AFT (American Federation of Teachers),,
On,SB 1659,Williams,Paige,,Texas Classroom Teachers Association,,
For,SB 1659,Ward,Kyle,,Texas PTA,,
On,SB 1659,Belew,Kara,,TEA,,
On,SB 1659,Byer,Von,,Texas education agency,,
On,SB 1659,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
For,SB 1659,Arnold,Ellen,Affairs,Texas PTA,Austin,TX
For,SB 1660,Barker,Brance,,Self; UME preparatory academy,,
For,SB 1660,Brown,Honorable Fred,Fred,Texans Can Academy,,
For,SB 1660,Nishimura,Christine,,Texas charter schools association,,
For,SB 1660,Chavez,Jesus,,South Texas Association of Schools,,
For,SB 1660,Goodsheller,Miranda,,Texas Association of Business,,
For,SB 1660,Russell,Claudia,,Chaparral Star Academy,,
For,SB 1660,Wheeler,Dianne,,Self,,
On,SB 1660,Byer,Von,,Texas education agency,,
On,SB 1660,List,Amanda,,Texas League of Community Charter Schools,,
For,SB 1660,Brown,Honorable Fred,Director,Texans Caw Academics,Salado,TX
For,SB 1660,Nishimura,Christine,Counsel,Texas Charter Schools Association,Austin,TX
For,SB 1660,Trigg,Cynthia A.,Officer,Evolution Academy,Richardson,TX
On,SB 1660,Belew,Kara,TEA,TEA,Austin,TX
On,SB 1660,Lopez,Leo,Officer,Texas Education Agency,Austin,TX
For,SB 1660,Goodsheller,Miranda,Manager,Texas Association of Business,Austin,TX
For,SB 1660,List,Amanda,,Texas League of Community Charter Schools,Austin,TX
For,SB 1660,List,Amanda,,ResponsiveEd,Austin,TX
On,SB 1660,Chavez,Melissa,Director,University of Texas Charter School System,Austin,TX
For,SB 1663,Floyd,Beaman,Consultant,Texas Association of School Administrators,Austin,TX
For,SB 1663,Smith,Michele,Consultant,Texas Association of School Business Officials,Austin,TX
On,SB 1663,Guthrie,Brian,Director,Teacher Retirement System of Texas,Austin,TX
On,SB 1663,Smith,Rebecca,Counsel,Teacher Retirement System of Texas,Austin,TX
For,SB 1664,Beneski,Amy,Director,Texas Association of School Administrators,Austin,TX
For,SB 1664,Smith,Michelle,Consultant,Texas Association of School Business Officials,Austin,TX
For,SB 1664,Terry,Mark,Director,Texas Elementary Principals and Supervisors Association,Austin,TX
On,SB 1664,Guthrie,Brian,Director,Teacher Retirement System of Texas,Austin,TX
On,SB 1664,Smith,Rebecca,Counsel,Teacher Retirement System of Texas,Austin,TX
For,SB 1665,Lee,Tim,Dir.,TRTA,Austin,TX
On,SB 1665,Guthrie,Brian,Director,Teacher Retirement System of Texas,Austin,TX
For,SB 1665,Terry,Mark,Director,Texas Elementary Principals and Supervisors Association,Austin,TX
For,SB 1666,Davis,Chris,Treasurer,Texas Association of Elections Administrators,Georgetown,TX
For,SB 1666,Fairbrother,Bill,Chair,TRCCA,Round Rock,TX
For,SB 1666,Johnson,Ed,Director,Harris County Clerks Office,Houston,TX
For,SB 1666,Maxey,Glen,Director,Texas Democratic Party,Austin,TX
For,SB 1666,Bucy,John,C,Texas Democratic Party County Chairs Association,Austin,TX
For,SB 1666,Opiela,Eric,Counsel,Republican Party of Texas,Kansas City,TX
For,SB 1666,Pearson,Steve,Certification,Election Systems & Software,Omaha,NE
For,SB 1666,Shannon,Fred,,Hart Intercivic,Austin,TX
For,SB 1667,Madru,Betsy,,Waste Control Specialists,Austin,TX
For,SB 1667,Polan,Deborah,,"State of Vermont, Vermont Compact Commissioners",Austin,TX
On,SB 1667,Crowson,Jim,,Texas Office of the Attorney General,Austin,TX
On,SB 1667,Ing,Leigh,,Texas Low-Level Radioactive Waste Disposal Compact Commission,Austin,TX
On,SB 1667,Maguire,Charles,,Texas Commission on Environmental Quality,Austin,TX
On,SB 1667,Salsman,John,,Texas Low-Level Radioactive Waste Disposal Compact Commission,Driftwood,TX
On,SB 1670,Garcia,Buddy,,Brownsville Public Utilities Board,Austin,TX
For,SB 1670,Gonzalez,Ramiro,Brownsville,City of Brownsville,Brownsville,TX
For,SB 1673,Duncan,Charlie,,Texas Low Income Housing Information Service,,
For,SB 1673,Lee,Donald,,Texas Conference of Urban Counties,,
For,SB 1673,Henneberger,John,Co-director,Texas Low Income Housing Information Service,Austin,TX
On,SB 1673,Phillips,Pete,Revitalization,Texas General Land Office,Austin,TX
On,SB 1673,,,,,,
For,SB 1673,Hull,Matt,,Self & Texas Asso. of Community Development Corporations,Austin,TX
For,SB 1673,Lee,Donald,Director,Texas Conference of Urban Counties,Austin,TX
For,SB 1673,Martinez,Mario,,City of Brownsville,Austin,TX
For,SB 1676,Little,Tracy,VCSOAT,Self; Veterans County Service Officers Association of Texas,Desoto,TX
For,SB 1676,Brennan,Jim,Organ,Texas Coalition of Veterans Organizations,Austin,TX
For,SB 1676,Coleman,Ericilda,"Veteran,women",Self,Garland,TX
For,SB 1676,Cunningham,James,(Ret),Ret)  (Texas Coalition of Veterans Organizations and Texas Council of Chapters of the Military Officers Association of America,San Antonio,TX
For,SB 1676,Parkinson,Thomas,,Self,San Antonio,TX
For,SB 1676,Pope,"jr, Olie l.",Vso,Self; Veteran county service officers assoc,Pflugerville,TX
For,SB 1677,Jones,Lashondra,,Self; Catholic Charities,Houston,TX
For,SB 1677,Ray,Alisha,Ms,Self,Houston,TX
For,SB 1677,Vasquez,Regina,,Self,San marcos,TX
For,SB 1677,Bush,Olivia,,Self; Catholic Charities' Women Veteran Services,Houston,TX
For,SB 1677,Kizer,Kay,,Catholic Charities,Houston,TX
For,SB 1679,Lewis,Susan,Tex,Veteran County Service Officer Association of Texas,Austin,TX
Against,SB 1679,Joseph,Zenobia,Ms.,also providing written testimony)  (Self,Austin,TX
On,SB 1679,Catoe,Charles,assistance,Texas veterans commission,Austin,TX
On,SB 1679,Palladino,Tom,director,Texas veterans commission,Austin,TX
For,SB 1679,Pope,"jr, Olie",Officer,Veterans County Service Officer Association of Texas,Pflugerville,TX
For,SB 1680,Guajardo,Esmeralda,Administrator,Self; Cameron County,Weslaco,TX
For,SB 1680,Lippincott,Elizabeth,,Texas Border Coalition,Austin,TX
For,SB 1680,Whitehurst,Darren,,Texas Medical Association,Austin,TX
On,SB 1680,Zumbrun,Janna,Pre,Texas Dept of State Health services,Austin,TX
For,SB 1681,Olivarez,Eduardo,Officer,Hidalgo Co. Health and Human Services,Edinburg,TX
For,SB 1681,Laroche,Sebastien,Analyst,Methodist Healthcare Ministries of South Texas,San Antonio,TX
For,SB 1681,Lippincott,Elizabeth,,Texas Border Coalition,Austin,TX
For,SB 1681,Martinez,Mario,,City of Brownsville,Austin,TX
For,SB 1681,Parkinson,Thomas,,Self,San Antonio,TX
For,SB 1682,Whitr,Richard,COO,Kidz Club,Louisville,KY
On,SB 1682,Green,Calvin,policy,The Department of Aging and Disability Services,Austin,TX
For,SB 1683,Chennakeshu,Sabitha,Mrs,also providing written testimony)  (Self,Austin,TX
For,SB 1683,Tharp,Susan,leader,,San antonio,TX
For,SB 1683,Vaca,Belinda,Awareness,also providing written testimony)  (Self,Buda,TX
For,SB 1683,Parkinson,Thomas,,Self,San Antonio,TX
For,SB 1683,Whigham,Chiquita,,Self,Austin,TX
Against,SB 1683,Cahn,Adam,,Cahnman's Musings,Austin,TX
On,SB 1683,Garcia,Imelda,Prevention,Dept. of State Health Services,Austin,TX
For,SB 1692,Eyer,Jenny,& Policy,Children At Risk,Dallas,TX
For,SB 1692,Nye,Katie,Director-Austin,Texas Hunger Initiative,Austin,TX
For,SB 1692,Alexander,Troy,Advocacy,Texas Medical Association,Austin,TX
For,SB 1692,Arnold,Ellen,Affairs,Texas PTA,Austin,TX
For,SB 1692,Cooper,Rachel,Analyst,Center for Public Policy Priorities,Austin,TX
For,SB 1692,Dwyer,JC,Officer,Feeding Texas,Austin,TX
For,SB 1692,Flores,Lisa,,Self,Austin,TX
For,SB 1692,Grey,John,Specialist,Texas State Teachers Assoc.,Austin,TX
For,SB 1692,Hughes,Lisa,Consultant,Texas Academy of Nutrition and Dietetics,Austin,TX
For,SB 1692,Romo,Joel,Affairs,Texas Action For Healthy Kids,Brenham,TX
On,SB 1692,,,,Texas Department of Agriculture,Austin,TX
On,SB 1692,Rodgers,Lindsay,Commissioner,Health and Human Services Commission,Austin,TX
For,SB 1693,Fairchild,Neva,Specialist,Self; American Foundation for the Blind,Dallas,TX
For,SB 1693,Johnson,Larry,TSHL,Self; American Council of the Blind of Texas and Texas Silver-Haired Legislature,San Antonio,TX
For,SB 1693,Fredriksen,Amanda,director,AARP,Austin,TX
For,SB 1693,Hathaway-Bell,Stacey,Services,Texas Talking Book Program/ Texas state Library ans Archives Commission,Austin,TX
For,SB 1693,Higgins,Carlos,Comm,Self; Texas Silver Haired Legislature,Austin,TX
For,SB 1693,Lucey,Ronald,(OOG),OOG)  (Office of the Governor,Austin TX,TX
For,SB 1693,Masey,Chris,specialist,Coalition  of  Texans  with  disabilities,Austin,TX
For,SB 1693,Smith,Mary,,Self; Texas Silver-Haired Legislature,Austin,TX
For,SB 1693,Stempko,Paul,Legislator,,,
On,SB 1693,Fuller,Cheryl,Rehabilitation,Texas Workforce Commission,Austin,TX
On,SB 1693,Riley,Holly,coordination,The Health and Human Services Commission,Austin,TX
For,SB 1695,Guajardo,Esmeralda,Administrator,Self; Cameron County Deparment of Health and Human Services,Weslaco,TX
For,SB 1695,Finch,Dan,,Texas Medical Association,Austin,TX
For,SB 1695,Gonzalez,Ramiro,Brownsville,City of Brownsville,Brownsville,TX
For,SB 1695,Parkinson,Thomas,,Self,San Antonio,TX
On,SB 1695,Garcia,Imelda,Prevention,Dept. of State Health Services,Austin,TX
For,SB 1696,Cooper,Rachel,Analyst,Center for Public Policy Priorities,Austin,TX
For,SB 1696,Nye,Katie,Director-Austin,Texas Hunger Initiative,Austin,TX
On,SB 1696,,,,Texas Department of Agriculture,Austin,TX
For,SB 1696,Dwyer,JC,Officer,Feeding Texas,Austin,TX
For,SB 1696,Eyer,Jenny,& Policy,Children At Risk,Dallas,TX
For,SB 1696,Flores,Lisa,,Self,Austin,TX
For,SB 1696,Garbutt,Liz,Contractor,Children's Defense Fund-Texas,Austin,TX
For,SB 1696,Grey,John,Specialist,Texas State Teachers Assoc.,Austin,TX
