FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Switzer, Gyl    (Mental health america of texas), Austin, TX",For,HB 2818,Switzer,Gyl,,Mental health america of texas,Austin,TX
"Yanas, Christine   Director of Govt. Affairs  (Methodist Healthcare Ministries of South Texas), San Antonio, TX",For,HB 2818,Yanas,Christine,Director of Govt. Affairs,Methodist Healthcare Ministries of South Texas,San Antonio,TX
"Longanecker, Ed (Texas Independent Producers and Royalty Owners Association)",For,HB 2819,Longanecker,Ed,,Texas Independent Producers and Royalty Owners Association,,
"Tinker, Scott (UT Austin)",On,HB 2819,Tinker,Scott,,UT Austin,,
"Acevedo, Adrian (Anadarko Petroleum)",For,HB 2819,Acevedo,Adrian,,Anadarko Petroleum,,
"Carmichael, Katherine (Panhandle Producers & Royalty Owners Association)",For,HB 2819,Carmichael,Katherine,,Panhandle Producers & Royalty Owners Association,,
"Carter, Teddy (Devon Energy)",For,HB 2819,Carter,Teddy,,Devon Energy,,
"Casey, Stan (Concho Resources)",For,HB 2819,Casey,Stan,,Concho Resources,,
"Davis, Tricia (Self; Texas Royalty Council)",For,HB 2819,Davis,Tricia,,Self; Texas Royalty Council,,
"Gipson, Mark (Pioneer Natural Resources)",For,HB 2819,Gipson,Mark,,Pioneer Natural Resources,,
"Harmon, Mark (Chesapeake Energy)",For,HB 2819,Harmon,Mark,,Chesapeake Energy,,
"Hosek, Chris (BHP Billiton)",For,HB 2819,Hosek,Chris,,BHP Billiton,,
"Hosek, Chris (Newfield Exploration)",For,HB 2819,Hosek,Chris,,Newfield Exploration,,
"Hosek, Chris (Basa Resources)",For,HB 2819,Hosek,Chris,,Basa Resources,,
"Hosek, Chris (Select Energy)",For,HB 2819,Hosek,Chris,,Select Energy,,
"Hosek, Chris (Fountian Quail Energy)",For,HB 2819,Hosek,Chris,,Fountian Quail Energy,,
"Hosek, Chris (SM Energy)",For,HB 2819,Hosek,Chris,,SM Energy,,
"Hosek, Chris (QEP Resources)",For,HB 2819,Hosek,Chris,,QEP Resources,,
"Maxwell, Amy (Marathon Oil Corporation)",For,HB 2819,Maxwell,Amy,,Marathon Oil Corporation,,
"Omey, Samantha (ExxonMobil)",For,HB 2819,Omey,Samantha,,ExxonMobil,,
"Sebree, Ben (Permian Basin Petroleum Association)",For,HB 2819,Sebree,Ben,,Permian Basin Petroleum Association,,
"Sellers, Tom (Conocophillips)",For,HB 2819,Sellers,Tom,,Conocophillips,,
"Staples, Todd (Texas Oil and Gas Association)",For,HB 2819,Staples,Todd,,Texas Oil and Gas Association,,
"Stevens, Bill (Texas Alliance of Energy Producers)",For,HB 2819,Stevens,Bill,,Texas Alliance of Energy Producers,,
"Weist, Jon (City of Irving)",For,HB 2819,Weist,Jon,,City of Irving,,
"Williams, Julie (Chevron)",For,HB 2819,Williams,Julie,,Chevron,,
"Wisdom, Christina (Occidental Petroleum Corporation)",For,HB 2819,Wisdom,Christina,,Occidental Petroleum Corporation,,
"Reed, Cyrus (Lone star chapter sierra club)",On,HB 2819,Reed,Cyrus,,Lone star chapter sierra club,,
"Reed, Cyrus    (Sierra Club, Lone Star Chapter), Austin, TX",For,HB 2819,Reed,Cyrus,,"Sierra Club, Lone Star Chapter",Austin,TX
"Barnett, Paula    (BP America), Austin, TX",For,HB 2819,Barnett,Paula,,BP America,Austin,TX
"Carlile, Jimmy    (Fasken Oil and Ranch, Ltd.), Midland, TX",For,HB 2819,Carlile,Jimmy,,"Fasken Oil and Ranch, Ltd.",Midland,TX
"Carmichael, Katherine    (Texas Alliance of Energy Producers), Austin, TX",For,HB 2819,Carmichael,Katherine,,Texas Alliance of Energy Producers,Austin,TX
"Carmichael, Katherine    (Panhandle Producers & Royalty Owners Association), Austin, TX",For,HB 2819,Carmichael,Katherine,,Panhandle Producers & Royalty Owners Association,Austin,TX
"Carter, Teddy    (Devon Energy), Austin, TX",For,HB 2819,Carter,Teddy,,Devon Energy,Austin,TX
"Casey, Stan    (Concho Resources), Austin, TX",For,HB 2819,Casey,Stan,,Concho Resources,Austin,TX
"Davis, Tricia    (Texas Royalty Council), Dripping Springs, TX",For,HB 2819,Davis,Tricia,,Texas Royalty Council,Dripping Springs,TX
"Gipson, Mark    (Pioneer Natural Resources), Irving, TX",For,HB 2819,Gipson,Mark,,Pioneer Natural Resources,Irving,TX
"Harmon, Mark    (Chesapeake Energy), Austin, TX",For,HB 2819,Harmon,Mark,,Chesapeake Energy,Austin,TX
"Hosek, Chris    (BHP Billiton), Austin, TX",For,HB 2819,Hosek,Chris,,BHP Billiton,Austin,TX
"Miller, Lindsey    (TIPRO), Austin, TX",For,HB 2819,Miller,Lindsey,,TIPRO,Austin,TX
"Omey, Samantha    (ExxonMobil), Austin, TX",For,HB 2819,Omey,Samantha,,ExxonMobil,Austin,TX
"Ruckel, Mari    (TXOGA), Austin, TX",For,HB 2819,Ruckel,Mari,,TXOGA,Austin,TX
"Sellers, Tom    (ConocoPhillips), Austin, TX",For,HB 2819,Sellers,Tom,,ConocoPhillips,Austin,TX
"Shepperd, Ben    (Permian Basin Petroleum Association), Midland, TX",For,HB 2819,Shepperd,Ben,,Permian Basin Petroleum Association,Midland,TX
"Williams, Julie    (Chevron), Austin, TX",For,HB 2819,Williams,Julie,,Chevron,Austin,TX
"Wisdom, Christina    (Occidental Petroleum Co.), Austin, TX",For,HB 2819,Wisdom,Christina,,Occidental Petroleum Co.,Austin,TX
"Tinker, Scott    (Bureau of Economic Geology), Austin, TX",On,HB 2819,Tinker,Scott,,Bureau of Economic Geology,Austin,TX
"Hardy, Ashlee (Self; COPS Concerns of Police Survivors)",For,HB 2820,Hardy,Ashlee,,Self; COPS Concerns of Police Survivors,,
"Lawrence, Kevin (Texas Municipal Police Association)",For,HB 2820,Lawrence,Kevin,,Texas Municipal Police Association,,
"Wilkison, Charley (Self; Combined Law Enforcement Associations of Texas)",For,HB 2820,Wilkison,Charley,,Self; Combined Law Enforcement Associations of Texas,,
"Anderson, Jessica (Houston Police Department)",For,HB 2820,Anderson,Jessica,,Houston Police Department,,
"Hunt, Ray (Houston police officers union)",For,HB 2820,Hunt,Ray,,Houston police officers union,,
"Jones, Chris (Combined Law Enforcement Associations of Texas (CLEAT))",For,HB 2820,Jones,Chris,(Combined Law Enforcement Associations of Texas,Combined Law Enforcement Associations of Texas (CLEAT),,
"Jones, James (San Antonio Police Department)",For,HB 2820,Jones,James,,San Antonio Police Department,,
"rodriguez, Jimmy (San Antonio Police Officers Association)",For,HB 2820,rodriguez,Jimmy,,San Antonio Police Officers Association,,
"Helenberg, John (Texas Commission on Law Enforcement)",On,HB 2820,Helenberg,John,,Texas Commission on Law Enforcement,,
"McGee, Brenna (Texas Departmen of Banking)",On,HB 2821,McGee,Brenna,,Texas Departmen of Banking,,
"Bateman, Esther (Service corporation international)",For,HB 2821,Bateman,Esther,,Service corporation international,,
"Hughes, Caressa (SCI)",For,HB 2821,Hughes,Caressa,,SCI,,
"Rogers, Johnnie B (SCI)",For,HB 2821,Rogers,Johnnie B,B,SCI,,
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2821,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Newberg, Stephanie (Texas Department of Banking)",On,HB 2821,Newberg,Stephanie,,Texas Department of Banking,,
"Embrey, Celeste (Texas Bankers Association)",For,HB 2822,Embrey,Celeste,,Texas Bankers Association,,
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2822,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Temple, Larry (Texas bankers association)",For,HB 2822,Temple,Larry,,Texas bankers association,,
"Brown, Sabrina (Acxiom corporation)",Against,HB 2822,Brown,Sabrina,,Acxiom corporation,,
"Cooper, Kevin (RELX, Inc.)",Against,HB 2822,Cooper,Kevin,,"RELX, Inc.",,
"McGarry, Mignon (Experian)",Against,HB 2822,McGarry,Mignon,,Experian,,
"Cooper, Charles (Texas Department of Banking)",On,HB 2822,Cooper,Charles,,Texas Department of Banking,,
"Jobe, Everette (Texas Dept of Banking)",On,HB 2822,Jobe,Everette,,Texas Dept of Banking,,
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2823,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Jones, Caroline (Department of Savings and Mortgage Lending)",On,HB 2823,Jones,Caroline,,Department of Savings and Mortgage Lending,,
"Abbott, Alexandria    (Self) , Austin, TX",For,HB 2823,Abbott,Alexandria,,Self,Austin,TX
"Scurlock, Stephen    (Independent Bankers Association of Texas), Austin, TX",For,HB 2823,Scurlock,Stephen,,Independent Bankers Association of Texas,Austin,TX
"Florence, Tony    (Self) , Austin tx, TX",On,HB 2823,Florence,Tony,,Self,Austin tx,TX
"Garcia, Ernest   General Counsel  (Department of Savings and Mortgage Lending), Austin, TX",On,HB 2823,Garcia,Ernest,General Counsel,Department of Savings and Mortgage Lending,Austin,TX
"Lundberg, Rebecca (Kaufman county)",For,HB 2825,Lundberg,Rebecca,,Kaufman county,,
"Allison, Jim (County Judges and Commissioners Association of Texas)",For,HB 2825,Allison,Jim,,County Judges and Commissioners Association of Texas,,
"Gossom, Woodrow (Wichita County)",For,HB 2825,Gossom,Woodrow,,Wichita County,,
"Lee, Donald (Texas Conference of Urban Counties)",For,HB 2825,Lee,Donald,,Texas Conference of Urban Counties,,
"Reed, Charles (Dallas County Commissioners Court)",For,HB 2825,Reed,Charles,,Dallas County Commissioners Court,,
"Thompson, Rick (Texas Association of Counties)",For,HB 2825,Thompson,Rick,,Texas Association of Counties,,
"Reed, Charles   Assistant Administrator of Governmental Affairs  (Dallas County Commissioners Court), Dallas, TX",For,HB 2825,Reed,Charles,Assistant Administrator of Governmental Affairs,Dallas County Commissioners Court,Dallas,TX
"Robertson, Daryl (Self; Texas Business Law Foundation)",For,HB 2826,Robertson,Daryl,,Self; Texas Business Law Foundation,,
"Flores, Carmen (Texas Secretary of State)",On,HB 2826,Flores,Carmen,,Texas Secretary of State,,
"Kuhl, John (Texas Business Law Foundation)",For,HB 2826,Kuhl,John,,Texas Business Law Foundation,,
"Mains, Chuck (Tx business law foundation)",For,HB 2826,Mains,Chuck,,Tx business law foundation,,
"Robertson, Daryl (Self; Texas Business Law Foundation)",For,HB 2827,Robertson,Daryl,,Self; Texas Business Law Foundation,,
"Flores, Carmen (Texas Secretary of State)",On,HB 2827,Flores,Carmen,,Texas Secretary of State,,
"Kuhl, John (Texas Business Law Foundation)",For,HB 2827,Kuhl,John,,Texas Business Law Foundation,,
"Mains, Chuck (Texas Business Law Foundation)",For,HB 2827,Mains,Chuck,,Texas Business Law Foundation,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2827,Cahn,Adam,,Cahnman's Musings,,
"Irving, Christopher (Publishers Clearing House)",For,HB 2828,Irving,Christopher,,Publishers Clearing House,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2828,Cahn,Adam,,Cahnman's Musings,,
"Clayton, Bryant (Comptroller)",On,HB 2829,Clayton,Bryant,,Comptroller,,
"LeBas, James (AECT, TXOGA, Independent Bankers assoc of Texas, Texas Assoc Manufacturers)",On,HB 2829,LeBas,James,,"AECT, TXOGA, Independent Bankers assoc of Texas, Texas Assoc Manufacturers",,
"Self, Cristina (Comptroller)",On,HB 2829,Self,Cristina,,Comptroller,,
"Hegar, Glenn (Comptroller)",On,HB 2829,Hegar,Glenn,,Comptroller,,
"Neeley, Karen (Independent Bankers Assn of Texas)",For,HB 2831,Neeley,Karen,,Independent Bankers Assn of Texas,,
"Embrey, Celeste (Texas Bankers Association)",For,HB 2831,Embrey,Celeste,,Texas Bankers Association,,
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2831,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Swank, Amy (Texas Economic Development Council)",For,HB 2831,Swank,Amy,,Texas Economic Development Council,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2831,Cahn,Adam,,Cahnman's Musings,,
"Jobe, Everette (Texas Dept of Banking)",On,HB 2831,Jobe,Everette,,Texas Dept of Banking,,
"Engel, Brian (Self; Barrett Daffin Frappier Turner & Engel LLP)",For,HB 2832,Engel,Brian,,Self; Barrett Daffin Frappier Turner & Engel LLP,,
"Fleming, John (Texas Mortgage Bankers Association)",For,HB 2832,Fleming,John,,Texas Mortgage Bankers Association,,
"Hoskins, Wes (Self; Texas Bankers Association)",For,HB 2832,Hoskins,Wes,,Self; Texas Bankers Association,,
"Longhofer, Matt (Self; TPTLA)",Against,HB 2832,Longhofer,Matt,,Self; TPTLA,,
"Nelson, Jack (Tptla)",Against,HB 2832,Nelson,Jack,,Tptla,,
"Peacock, Bill (Texas Public Policy Foundation)",Against,HB 2832,Peacock,Bill,,Texas Public Policy Foundation,,
"Squier, Peter (Self; Texas Property Tax Lienholders Association)",Against,HB 2832,Squier,Peter,,Self; Texas Property Tax Lienholders Association,,
"Duncan, Charlie (Texas Low income housing info service)",For,HB 2832,Duncan,Charlie,,Texas Low income housing info service,,
"Embrey, Celeste (Texas Bankers Association)",For,HB 2832,Embrey,Celeste,,Texas Bankers Association,,
"Emerick, David (JPMorgan Chase)",For,HB 2832,Emerick,David,,JPMorgan Chase,,
"Gonzalez, Daniel (Texas Assocation of REALTORS)",For,HB 2832,Gonzalez,Daniel,,Texas Assocation of REALTORS,,
"Huffman, Jeff (Texas Credit Union Association)",For,HB 2832,Huffman,Jeff,,Texas Credit Union Association,,
"Jones, Chris (Combined Law Enforcement Associations of Texas (CLEAT))",For,HB 2832,Jones,Chris,(Combined Law Enforcement Associations of Texas,Combined Law Enforcement Associations of Texas (CLEAT),,
"Parenteau, Julia (Texas Association of Realtors)",For,HB 2832,Parenteau,Julia,,Texas Association of Realtors,,
"Rodriguez, Micah (Credit Union Coalition of Texas)",For,HB 2832,Rodriguez,Micah,,Credit Union Coalition of Texas,,
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2832,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Walker, Nate (Texas Low Income Housing Information Service)",For,HB 2832,Walker,Nate,,Texas Low Income Housing Information Service,,
"Halstead, Paul (Self; Ovation Services)",Against,HB 2832,Halstead,Paul,,Self; Ovation Services,,
"Samuels, Eric (Texas Homeless Network)",For,HB 2836,Samuels,Eric,,Texas Homeless Network,,
"Brennan, Jim (Texas Coalition of Veterans Organizations)",For,HB 2836,Brennan,Jim,,Texas Coalition of Veterans Organizations,,
"Bush, Olivia (Self; Catholic Charities Women Veteran Services)",For,HB 2836,Bush,Olivia,,Self; Catholic Charities Women Veteran Services,,
"Podowski, Megan (Caritas of Austin)",For,HB 2836,Podowski,Megan,,Caritas of Austin,,
"Switzer, Gyl (Mental health america of texas)",For,HB 2836,Switzer,Gyl,,Mental health america of texas,,
"Thurston, James (United Ways of Texas)",For,HB 2836,Thurston,James,,United Ways of Texas,,
"Barrett, Brad (Texas Veterans Commission, Resource Witness)",On,HB 2836,Barrett,Brad,,"Texas Veterans Commission, Resource Witness",,
"Hammerlein, George (Harris County Clerk's Office)",For,HB 2837,Hammerlein,George,,Harris County Clerk's Office,,
"Davis, Chris (Texas Association of Elections Administrators)",Against,HB 2837,Davis,Chris,,Texas Association of Elections Administrators,,
"Weatherby, Cinde (Self; League of Women Voters of Texas)",Against,HB 2837,Weatherby,Cinde,,Self; League of Women Voters of Texas,,
"Fairbrother, Bill (Texas Republican County Chairs' Assn.)",For,HB 2837,Fairbrother,Bill,,Texas Republican County Chairs' Assn.,,
"Harris, Aaron (Self; Direct action tx)",For,HB 2837,Harris,Aaron,,Self; Direct action tx,,
"Maxey, Glen (Texas Democratic Party)",For,HB 2837,Maxey,Glen,,Texas Democratic Party,,
"Vera, Alan (Harris County Republican Party Ballot Security Committee)",For,HB 2837,Vera,Alan,,Harris County Republican Party Ballot Security Committee,,
"Elfant, Bruce (Self; Tax Assessors association of Texas)",Against,HB 2837,Elfant,Bruce,,Self; Tax Assessors association of Texas,,
"Green, Joseph (Travis County Commissioners Court)",Against,HB 2837,Green,Joseph,,Travis County Commissioners Court,,
"Parsons, Brad (Self)",Against,HB 2837,Parsons,Brad,,Self,,
"Warndof, Donna (Harris County Commissioners Court)",Against,HB 2837,Warndof,Donna,,Harris County Commissioners Court,,
"Ingram, Keith (Texas Secretary of State, Elections Division)",On,HB 2837,Ingram,Keith,,"Texas Secretary of State, Elections Division",,
"Fairbrother, Bill   Legislative Chair, TRCCA  (TRCCA), Round Rock, TX",For,HB 2837,Fairbrother,Bill,"Legislative Chair, TRCCA",TRCCA,Round Rock,TX
"Johnson, Ed   Director  (Harris County Clerks Office), Houston, TX",For,HB 2837,Johnson,Ed,Director,Harris County Clerks Office,Houston,TX
"Maxey, Glen   Legislative Director  (Texas Democratic Party), Austin, TX",For,HB 2837,Maxey,Glen,Legislative Director,Texas Democratic Party,Austin,TX
"Parsons, Brad   Campaign Consultant  (Self), Austin, TX",For,HB 2837,Parsons,Brad,Campaign Consultant,Self,Austin,TX
"Davis, Chris   Treasurer  (Texas Assoc. of Elections Administrators), Georgetown, TX",Against,HB 2837,Davis,Chris,Treasurer,Texas Assoc. of Elections Administrators,Georgetown,TX
"Ingram, Keith   Director, Elections Division  (Texas Secretary of State), Austin, TX",On,HB 2837,Ingram,Keith,"Director, Elections Division",Texas Secretary of State,Austin,TX
"Scurlock, Stephen (Independent Bankers Association of Texas)",For,HB 2839,Scurlock,Stephen,,Independent Bankers Association of Texas,,
"Sheer, Jim (Texas Retailers Association)",Against,HB 2839,Sheer,Jim,,Texas Retailers Association,,
"Strama, Keith (Self; Visa)",Against,HB 2839,Strama,Keith,,Self; Visa,,
"Besserman, Kenneth (Texas Restaurant Association)",For,HB 2839,Besserman,Kenneth,,Texas Restaurant Association,,
"Durst, Melodie (Credit Union Coalition of Texas)",For,HB 2839,Durst,Melodie,,Credit Union Coalition of Texas,,
"Embrey, Celeste (Texas Bankers Association)",For,HB 2839,Embrey,Celeste,,Texas Bankers Association,,
"Huffman, Jeff (Texas Credit Union Association)",For,HB 2839,Huffman,Jeff,,Texas Credit Union Association,,
"Kapavik, David (Self; Southstar bank)",For,HB 2839,Kapavik,David,,Self; Southstar bank,,
"Burgin, Matt (Texas Food & Fuel Association)",Against,HB 2839,Burgin,Matt,,Texas Food & Fuel Association,,
"Duhr, Kellie (Walmart)",Against,HB 2839,Duhr,Kellie,,Walmart,,
"Emerick, David (JPMorgan Chase)",Against,HB 2839,Emerick,David,,JPMorgan Chase,,
"Joiner, Caroline (TechNet)",Against,HB 2839,Joiner,Caroline,,TechNet,,
"Lewis, Ron (Mastercard)",Against,HB 2839,Lewis,Ron,,Mastercard,,
"Brower, Vicky (Self)",For,HB 2848,Brower,Vicky,,Self,,
"Huber, Bria (Self)",For,HB 2848,Huber,Bria,,Self,,
"Robertson, Rachael (Self)",For,HB 2848,Robertson,Rachael,,Self,,
"Tyson, Chad (Self; Fractured Familie, LLC.)",For,HB 2848,Tyson,Chad,,"Self; Fractured Familie, LLC.",,
"Tyson, Rana (Self; Fractured Families, LLC.)",For,HB 2848,Tyson,Rana,,"Self; Fractured Families, LLC.",,
"Huber, Andrew (Self)",For,HB 2848,Huber,Andrew,,Self,,
"Powell, Judy (Parent Guidance Center)",For,HB 2848,Powell,Judy,,Parent Guidance Center,,
"Delgado, Evelyn (Texas Department of State Health Services)",On,HB 2848,Delgado,Evelyn,,Texas Department of State Health Services,,
"Kromrei, Liz (DFPS)",On,HB 2848,Kromrei,Liz,,DFPS,,
"Delgado, Evelyn   Assistant Commissioner - DSHS  (Texas Department of State Health Services), Austin, Texas, TX",On,HB 2848,Delgado,Evelyn,Assistant Commissioner - DSHS,Texas Department of State Health Services,"Austin, Texas",TX
"Kromrei, Liz   Director of Services  (Dept of Family and Protective Services), Austin, TX",On,HB 2848,Kromrei,Liz,Director of Services,Dept of Family and Protective Services,Austin,TX
"Powell, Judy   Communications Director  (Parent guidance center), Austin, TX",For,HB 2848,Powell,Judy,Communications Director,Parent guidance center,Austin,TX
"Brower, Vicky (Self)",For,HB 2849,Brower,Vicky,,Self,,
"Huber, Bria (Self)",For,HB 2849,Huber,Bria,,Self,,
"Newman, Jeremy (Self; Texas Home School Coalition)",For,HB 2849,Newman,Jeremy,,Self; Texas Home School Coalition,,
"Robertson, Rachael (Self)",For,HB 2849,Robertson,Rachael,,Self,,
"Tyson, Chad (Self; Fractured Families, LLC.)",For,HB 2849,Tyson,Chad,,"Self; Fractured Families, LLC.",,
"Tyson, Rana (Self; Fractured Families, LLC.)",For,HB 2849,Tyson,Rana,,"Self; Fractured Families, LLC.",,
"Kromrei, Liz (DFPS)",On,HB 2849,Kromrei,Liz,,DFPS,,
"Grisham, CJ (Self)",For,HB 2849,Grisham,CJ,,Self,,
"Grisham, Emily (Self)",For,HB 2849,Grisham,Emily,,Self,,
"Huber, Andrew (Self)",For,HB 2849,Huber,Andrew,,Self,,
"Patel, Dimple (TexProtects)",For,HB 2849,Patel,Dimple,,TexProtects,,
"Powell, Judy (Parent Guidance Center)",For,HB 2849,Powell,Judy,,Parent Guidance Center,,
"Gutierrez, Javier (Self; McAllen Firemen's Relief and Retirement Fund)",For,HB 2850,Gutierrez,Javier,,Self; McAllen Firemen's Relief and Retirement Fund,,
"Berlanga, Hugo (Self; Texas Deer Association)",For,HB 2855,Berlanga,Hugo,,Self; Texas Deer Association,,
"Berry, Marty (Self)",For,HB 2855,Berry,Marty,,Self,,
"Hubbard, Mark (Self)",For,HB 2855,Hubbard,Mark,,Self,,
"Price, Bob (Texas Deer Association)",For,HB 2855,Price,Bob,,Texas Deer Association,,
"Tarlton, Patrick (Texas Deer Association)",For,HB 2855,Tarlton,Patrick,,Texas Deer Association,,
"Wade, John (Microchip Systems ID)",For,HB 2855,Wade,John,,Microchip Systems ID,,
"Cox, Wally (Self)",Against,HB 2855,Cox,Wally,,Self,,
"Leslie, Roy (Self)",Against,HB 2855,Leslie,Roy,,Self,,
"Schnupp, Matthew (Self; Texas Wildlife Association & King Ranch, Inc.)",Against,HB 2855,Schnupp,Matthew,,"Self; Texas Wildlife Association & King Ranch, Inc.",,
"Shepperd, John (Self; TX Foundation and TX Coalition for Conservation)",Against,HB 2855,Shepperd,John,,Self; TX Foundation and TX Coalition for Conservation,,
"Simons, Greg (Self)",Against,HB 2855,Simons,Greg,,Self,,
"Sinclair, David (Game Warden Peace Officers Association)",Against,HB 2855,Sinclair,David,,Game Warden Peace Officers Association,,
"Steinbach, Don (Texas Chapter of The Wildlife Society)",Against,HB 2855,Steinbach,Don,,Texas Chapter of The Wildlife Society,,
"Synatzske, David (Self)",Against,HB 2855,Synatzske,David,,Self,,
"Treadwell, Brian (Self)",Against,HB 2855,Treadwell,Brian,,Self,,
"Vandivier, Tom (Self; Texas wildlife association)",Against,HB 2855,Vandivier,Tom,,Self; Texas wildlife association,,
"Wolf, Clayton (Texas Parks and Wildlife Department)",On,HB 2855,Wolf,Clayton,,Texas Parks and Wildlife Department,,
"Berlanga, Omar (Self; Texas deer association)",For,HB 2855,Berlanga,Omar,,Self; Texas deer association,,
"Bugai, Scott (Self)",For,HB 2855,Bugai,Scott,,Self,,
"Ford, Lori (Self)",For,HB 2855,Ford,Lori,,Self,,
"Ford, Mike (Self)",For,HB 2855,Ford,Mike,,Self,,
"Graf, Klint (Self)",For,HB 2855,Graf,Klint,,Self,,
"Greenville, James (Self)",For,HB 2855,Greenville,James,,Self,,
"Johnston, Jerry (Self)",For,HB 2855,Johnston,Jerry,,Self,,
"Lewis, Gib (Exotic wildlife Assoc)",For,HB 2855,Lewis,Gib,,Exotic wildlife Assoc,,
"Lowe, Travis (American Cervid Alliance)",For,HB 2855,Lowe,Travis,,American Cervid Alliance,,
"Seale, Charly (Exotic Wildlife Association)",For,HB 2855,Seale,Charly,,Exotic Wildlife Association,,
"Trudeau, Fredf (Self)",For,HB 2855,Trudeau,Fredf,,Self,,
"Anderson, J. David (Texas Wildlife Association)",Against,HB 2855,Anderson,J.,,Texas Wildlife Association,,
"Barrett, Marko (Self; Texas Wildlife Association)",Against,HB 2855,Barrett,Marko,,Self; Texas Wildlife Association,,
"Bonnot, Carlos S (Self)",Against,HB 2855,Bonnot,Carlos S,S,Self,,
"Brady, Zacg (Self; Texas Coalition for Conservation)",Against,HB 2855,Brady,Zacg,,Self; Texas Coalition for Conservation,,
"Doyel, Elizabeth (Self; Texas League of Conservation Voters)",Against,HB 2855,Doyel,Elizabeth,,Self; Texas League of Conservation Voters,,
"Faas, Clinton (Texas Chapter of the Wildlife Society, Texas Wildlife Associstion)",Against,HB 2855,Faas,Clinton,,"Texas Chapter of the Wildlife Society, Texas Wildlife Associstion",,
"Hess, Myron (National Wildlife Federation)",Against,HB 2855,Hess,Myron,,National Wildlife Federation,,
"Klenzendorf, Whitney (Self; Texas Wildlife Association)",Against,HB 2855,Klenzendorf,Whitney,,Self; Texas Wildlife Association,,
"Knolle, Bill (Texas Wildlife Association)",Against,HB 2855,Knolle,Bill,,Texas Wildlife Association,,
"Kramer, Ken (Sierra Club - Lone Star Chapter)",Against,HB 2855,Kramer,Ken,,Sierra Club - Lone Star Chapter,,
"Lewey, Julie (Self)",Against,HB 2855,Lewey,Julie,,Self,,
"Lewey, Sky (Self)",Against,HB 2855,Lewey,Sky,,Self,,
"Lewis, Steve (Self)",Against,HB 2855,Lewis,Steve,,Self,,
"Masters, Benjamin (Self)",Against,HB 2855,Masters,Benjamin,,Self,,
"McAdams, Molly (Self)",Against,HB 2855,McAdams,Molly,,Self,,
"Muse, Christy (Self)",Against,HB 2855,Muse,Christy,,Self,,
"Petersen, Susan (Self; Texas Conservation Alliance)",Against,HB 2855,Petersen,Susan,,Self; Texas Conservation Alliance,,
"Romans, Katherine (Hill country alliance)",Against,HB 2855,Romans,Katherine,,Hill country alliance,,
"Smith, Walt (Self)",Against,HB 2855,Smith,Walt,,Self,,
"Swanson, Romey (Self; Hill Country Conservancy)",Against,HB 2855,Swanson,Romey,,Self; Hill Country Conservancy,,
"Thompson, James (Self; Texas Wildlife Association)",Against,HB 2855,Thompson,James,,Self; Texas Wildlife Association,,
"Womack, Jesse (Self)",Against,HB 2855,Womack,Jesse,,Self,,
"Yeates, David (Texas Wildlife Association)",Against,HB 2855,Yeates,David,,Texas Wildlife Association,,
"Davis, Kevin (Texas Parks and Wildlife Department)",On,HB 2855,Davis,Kevin,,Texas Parks and Wildlife Department,,
"Schwartz, Andy (Texas Animal Health Commission)",On,HB 2855,Schwartz,Andy,,Texas Animal Health Commission,,
"Robertson, Daryl (Self; Texas Business Law Foundation)",For,HB 2856,Robertson,Daryl,,Self; Texas Business Law Foundation,,
"Godbey, Briana (Texas Secretary of State)",On,HB 2856,Godbey,Briana,,Texas Secretary of State,,
"Kuhl, John (Texas Business Law Foundation)",For,HB 2856,Kuhl,John,,Texas Business Law Foundation,,
"Mains, Chuck (Texas business law foundation)",For,HB 2856,Mains,Chuck,,Texas business law foundation,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2856,Cahn,Adam,,Cahnman's Musings,,
"Allmon, Jennifer (The Texas Catholic Conference of Bishops)",For,HB 2858,Allmon,Jennifer,,The Texas Catholic Conference of Bishops,,
"Andrews, Jenny (Texas Alliance for Life)",For,HB 2858,Andrews,Jenny,,Texas Alliance for Life,,
"Freeman, Kathryn (Texas Baptists Christian Life Commission)",For,HB 2858,Freeman,Kathryn,,Texas Baptists Christian Life Commission,,
"Jadloski, Herman (Self; Life Advocates and Board President, Foundation for Life)",For,HB 2858,Jadloski,Herman,,"Self; Life Advocates and Board President, Foundation for Life",,
"Laster, Dottie (Self; Heidi Search Center)",For,HB 2858,Laster,Dottie,,Self; Heidi Search Center,,
"Pojman, Joe (Texas Alliance for Life)",For,HB 2858,Pojman,Joe,,Texas Alliance for Life,,
